idEleccion,Region_o_Nivel,idAgrupacionPolitica,AgrupacionPolitica,TotalVotos	
10,2,17,PARTIDO DEMÓCRATA UNIDO PERÚ,3053	
10,2,18,PARTIDO DEMÓCRATA VERDE,4087	
10,2,19,PARTIDO DEMOCRATICO FEDERAL,789	
10,2,2,AHORA NACIÓN - AN,44881	
10,2,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,6805	
10,2,21,PARTIDO FRENTE DE LA ESPERANZA 2021,9874	
10,2,22,PARTIDO MORADO,2356	
10,2,23,PARTIDO PAÍS PARA TODOS,50664	
10,2,24,PARTIDO PATRIÓTICO DEL PERÚ,5013	
10,2,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,3541	
10,2,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1612	
10,2,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2774	
10,2,28,PARTIDO POLÍTICO PERÚ ACCIÓN,1062	
10,2,29,PARTIDO POLÍTICO PERÚ PRIMERO,5253	
10,2,3,ALIANZA ELECTORAL VENCEREMOS,3747	
10,2,30,PARTIDO POLÍTICO PRIN,384	
10,2,31,PARTIDO SICREO,15215	
10,2,32,PODEMOS PERÚ,15158	
10,2,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,15138	
10,2,34,PROGRESEMOS,2413	
10,2,35,RENOVACIÓN POPULAR,31391	
10,2,36,SALVEMOS AL PERÚ,625	
10,2,37,UN CAMINO DIFERENTE,3879	
10,2,38,UNIDAD NACIONAL,1319	
10,2,4,PERÚ MODERNO,300	
10,2,5,FE EN EL PERÚ,940	
10,2,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,2,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,515	
10,2,8,FUERZA POPULAR,88654	
10,2,80,VOTOS EN BLANCO,88211	
10,2,81,VOTOS NULOS,43387	
10,2,82,VOTOS IMPUGNADOS,0	
10,2,9,FUERZA Y LIBERTAD,739	
10,20,1,ALIANZA PARA EL PROGRESO,3374	
10,20,10,JUNTOS POR EL PERÚ,144799	
10,20,11,LIBERTAD POPULAR,745	
10,20,12,PARTIDO APRISTA PERUANO,1206	
10,20,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,20,14,PARTIDO CÍVICO OBRAS,109132	
10,20,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,481	
10,20,16,PARTIDO DEL BUEN GOBIERNO,26429	
10,20,17,PARTIDO DEMÓCRATA UNIDO PERÚ,9711	
10,20,18,PARTIDO DEMÓCRATA VERDE,3053	
10,20,19,PARTIDO DEMOCRATICO FEDERAL,928	
10,20,2,AHORA NACIÓN - AN,70867	
10,20,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2081	
10,20,21,PARTIDO FRENTE DE LA ESPERANZA 2021,28348	
10,20,22,PARTIDO MORADO,1974	
10,20,23,PARTIDO PAÍS PARA TODOS,10282	
10,20,24,PARTIDO PATRIÓTICO DEL PERÚ,5457	
10,20,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,67909	
10,20,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,698	
10,20,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,4870	
10,20,28,PARTIDO POLÍTICO PERÚ ACCIÓN,1086	
10,20,29,PARTIDO POLÍTICO PERÚ PRIMERO,3990	
10,20,3,ALIANZA ELECTORAL VENCEREMOS,30044	
10,20,30,PARTIDO POLÍTICO PRIN,608	
10,20,31,PARTIDO SICREO,19786	
10,20,32,PODEMOS PERÚ,5394	
10,20,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,9643	
10,20,34,PROGRESEMOS,2726	
10,20,35,RENOVACIÓN POPULAR,12117	
10,20,36,SALVEMOS AL PERÚ,658	
10,20,37,UN CAMINO DIFERENTE,765	
10,20,38,UNIDAD NACIONAL,830	
10,20,4,PERÚ MODERNO,243	
10,20,5,FE EN EL PERÚ,886	
10,20,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,20,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,506	
10,20,8,FUERZA POPULAR,24126	
10,20,80,VOTOS EN BLANCO,70470	
10,20,81,VOTOS NULOS,36738	
10,20,82,VOTOS IMPUGNADOS,0	
10,20,9,FUERZA Y LIBERTAD,716	
10,21,1,ALIANZA PARA EL PROGRESO,7797	
10,21,10,JUNTOS POR EL PERÚ,77968	
10,21,11,LIBERTAD POPULAR,619	
10,21,12,PARTIDO APRISTA PERUANO,3956	
10,21,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,21,14,PARTIDO CÍVICO OBRAS,40731	
10,21,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,279	
10,21,16,PARTIDO DEL BUEN GOBIERNO,16781	
10,21,17,PARTIDO DEMÓCRATA UNIDO PERÚ,3154	
10,21,18,PARTIDO DEMÓCRATA VERDE,1827	
10,21,19,PARTIDO DEMOCRATICO FEDERAL,595	
10,21,2,AHORA NACIÓN - AN,16186	
10,21,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,4010	
10,21,21,PARTIDO FRENTE DE LA ESPERANZA 2021,3592	
10,21,22,PARTIDO MORADO,1774	
10,21,23,PARTIDO PAÍS PARA TODOS,18767	
10,21,24,PARTIDO PATRIÓTICO DEL PERÚ,3996	
10,21,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2337	
10,21,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1195	
10,21,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2674	
10,21,28,PARTIDO POLÍTICO PERÚ ACCIÓN,924	
10,21,29,PARTIDO POLÍTICO PERÚ PRIMERO,3931	
10,21,3,ALIANZA ELECTORAL VENCEREMOS,2964	
10,21,30,PARTIDO POLÍTICO PRIN,826	
10,21,31,PARTIDO SICREO,7510	
10,21,32,PODEMOS PERÚ,7119	
10,21,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,6230	
10,21,34,PROGRESEMOS,940	
10,21,35,RENOVACIÓN POPULAR,21470	
10,21,36,SALVEMOS AL PERÚ,530	
10,21,37,UN CAMINO DIFERENTE,1298	
10,21,38,UNIDAD NACIONAL,1895	
10,21,4,PERÚ MODERNO,163	
10,21,5,FE EN EL PERÚ,650	
10,21,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,21,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3966	
10,21,8,FUERZA POPULAR,81370	
10,21,80,VOTOS EN BLANCO,91193	
10,21,81,VOTOS NULOS,33961	
10,21,82,VOTOS IMPUGNADOS,0	
10,21,9,FUERZA Y LIBERTAD,552	
10,22,1,ALIANZA PARA EL PROGRESO,1309	
10,22,10,JUNTOS POR EL PERÚ,25441	
10,22,11,LIBERTAD POPULAR,338	
10,22,12,PARTIDO APRISTA PERUANO,1004	
10,22,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,22,14,PARTIDO CÍVICO OBRAS,31791	
10,22,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,126	
10,22,16,PARTIDO DEL BUEN GOBIERNO,25153	
10,22,17,PARTIDO DEMÓCRATA UNIDO PERÚ,2266	
10,22,18,PARTIDO DEMÓCRATA VERDE,784	
10,22,19,PARTIDO DEMOCRATICO FEDERAL,271	
10,22,2,AHORA NACIÓN - AN,21681	
10,22,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,871	
10,22,21,PARTIDO FRENTE DE LA ESPERANZA 2021,11253	
10,22,22,PARTIDO MORADO,1242	
10,22,23,PARTIDO PAÍS PARA TODOS,16032	
10,22,24,PARTIDO PATRIÓTICO DEL PERÚ,1777	
10,22,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,9539	
10,22,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,726	
10,22,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1669	
10,22,28,PARTIDO POLÍTICO PERÚ ACCIÓN,493	
10,22,29,PARTIDO POLÍTICO PERÚ PRIMERO,2599	
10,22,3,ALIANZA ELECTORAL VENCEREMOS,1331	
10,22,30,PARTIDO POLÍTICO PRIN,92	
10,22,31,PARTIDO SICREO,10657	
10,22,32,PODEMOS PERÚ,2653	
10,22,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,14549	
10,22,34,PROGRESEMOS,1071	
10,22,35,RENOVACIÓN POPULAR,13634	
10,22,36,SALVEMOS AL PERÚ,144	
10,22,37,UN CAMINO DIFERENTE,497	
10,22,38,UNIDAD NACIONAL,755	
10,22,4,PERÚ MODERNO,91	
10,22,5,FE EN EL PERÚ,187	
10,22,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,22,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,538	
10,22,8,FUERZA POPULAR,14911	
10,22,80,VOTOS EN BLANCO,18535	
10,22,81,VOTOS NULOS,9042	
10,22,82,VOTOS IMPUGNADOS,0	
10,22,9,FUERZA Y LIBERTAD,310	
10,23,1,ALIANZA PARA EL PROGRESO,2305	
10,23,10,JUNTOS POR EL PERÚ,7693	
10,23,11,LIBERTAD POPULAR,383	
10,23,12,PARTIDO APRISTA PERUANO,1074	
10,23,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,23,14,PARTIDO CÍVICO OBRAS,5408	
10,23,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,89	
10,23,16,PARTIDO DEL BUEN GOBIERNO,6037	
10,23,17,PARTIDO DEMÓCRATA UNIDO PERÚ,225	
10,23,18,PARTIDO DEMÓCRATA VERDE,398	
10,23,19,PARTIDO DEMOCRATICO FEDERAL,92	
10,23,2,AHORA NACIÓN - AN,5404	
10,23,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1752	
10,23,21,PARTIDO FRENTE DE LA ESPERANZA 2021,1139	
10,23,22,PARTIDO MORADO,388	
10,23,23,PARTIDO PAÍS PARA TODOS,16259	
10,23,24,PARTIDO PATRIÓTICO DEL PERÚ,930	
10,23,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,640	
10,23,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,696	
10,23,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,676	
10,23,28,PARTIDO POLÍTICO PERÚ ACCIÓN,192	
10,23,29,PARTIDO POLÍTICO PERÚ PRIMERO,975	
10,23,3,ALIANZA ELECTORAL VENCEREMOS,800	
10,23,30,PARTIDO POLÍTICO PRIN,59	
10,23,31,PARTIDO SICREO,2341	
10,23,32,PODEMOS PERÚ,4661	
10,23,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,3042	
10,23,34,PROGRESEMOS,166	
10,23,35,RENOVACIÓN POPULAR,6474	
10,23,36,SALVEMOS AL PERÚ,109	
10,23,37,UN CAMINO DIFERENTE,386	
10,23,38,UNIDAD NACIONAL,459	
10,23,4,PERÚ MODERNO,48	
10,23,5,FE EN EL PERÚ,895	
10,23,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,23,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,104	
10,23,8,FUERZA POPULAR,37404	
10,23,80,VOTOS EN BLANCO,21349	
10,23,81,VOTOS NULOS,9207	
10,23,82,VOTOS IMPUGNADOS,0	
10,23,9,FUERZA Y LIBERTAD,174	
10,24,1,ALIANZA PARA EL PROGRESO,3433	
10,24,10,JUNTOS POR EL PERÚ,17126	
10,24,11,LIBERTAD POPULAR,1551	
10,24,12,PARTIDO APRISTA PERUANO,5908	
10,24,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,24,14,PARTIDO CÍVICO OBRAS,46481	
10,24,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,472	
10,24,16,PARTIDO DEL BUEN GOBIERNO,85648	
10,24,17,PARTIDO DEMÓCRATA UNIDO PERÚ,2413	
10,24,18,PARTIDO DEMÓCRATA VERDE,1694	
10,24,19,PARTIDO DEMOCRATICO FEDERAL,409	
10,24,2,AHORA NACIÓN - AN,33880	
10,24,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,4250	
10,24,21,PARTIDO FRENTE DE LA ESPERANZA 2021,7580	
10,24,22,PARTIDO MORADO,3207	
10,24,23,PARTIDO PAÍS PARA TODOS,68984	
10,24,24,PARTIDO PATRIÓTICO DEL PERÚ,4414	
10,24,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,3097	
10,24,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,3045	
10,24,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1430	
10,24,28,PARTIDO POLÍTICO PERÚ ACCIÓN,1019	
10,24,29,PARTIDO POLÍTICO PERÚ PRIMERO,2835	
10,24,3,ALIANZA ELECTORAL VENCEREMOS,1989	
10,24,30,PARTIDO POLÍTICO PRIN,418	
10,24,31,PARTIDO SICREO,23056	
10,24,32,PODEMOS PERÚ,4920	
10,24,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,26307	
10,24,34,PROGRESEMOS,1995	
10,24,35,RENOVACIÓN POPULAR,85780	
10,24,36,SALVEMOS AL PERÚ,350	
10,24,37,UN CAMINO DIFERENTE,1229	
10,24,38,UNIDAD NACIONAL,4334	
10,24,4,PERÚ MODERNO,270	
10,24,5,FE EN EL PERÚ,525	
10,24,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,24,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1732	
10,24,8,FUERZA POPULAR,117881	
10,24,80,VOTOS EN BLANCO,61589	
10,24,81,VOTOS NULOS,29359	
10,24,82,VOTOS IMPUGNADOS,0	
10,24,9,FUERZA Y LIBERTAD,769	
10,25,1,ALIANZA PARA EL PROGRESO,2270	
10,25,10,JUNTOS POR EL PERÚ,25901	
10,25,11,LIBERTAD POPULAR,417	
10,25,12,PARTIDO APRISTA PERUANO,1464	
10,25,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,25,14,PARTIDO CÍVICO OBRAS,18285	
10,25,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,185	
10,25,16,PARTIDO DEL BUEN GOBIERNO,9572	
10,25,17,PARTIDO DEMÓCRATA UNIDO PERÚ,2398	
10,25,18,PARTIDO DEMÓCRATA VERDE,1032	
10,25,19,PARTIDO DEMOCRATICO FEDERAL,245	
10,25,2,AHORA NACIÓN - AN,8568	
10,25,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,4275	
10,25,21,PARTIDO FRENTE DE LA ESPERANZA 2021,3183	
10,25,22,PARTIDO MORADO,852	
10,25,23,PARTIDO PAÍS PARA TODOS,22513	
10,25,24,PARTIDO PATRIÓTICO DEL PERÚ,2927	
10,25,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1766	
10,25,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,920	
10,25,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1839	
10,25,28,PARTIDO POLÍTICO PERÚ ACCIÓN,675	
10,25,29,PARTIDO POLÍTICO PERÚ PRIMERO,3802	
10,25,3,ALIANZA ELECTORAL VENCEREMOS,1521	
10,25,30,PARTIDO POLÍTICO PRIN,222	
10,25,31,PARTIDO SICREO,5146	
10,25,32,PODEMOS PERÚ,7237	
10,25,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,4951	
10,25,34,PROGRESEMOS,1685	
10,25,35,RENOVACIÓN POPULAR,12180	
10,25,36,SALVEMOS AL PERÚ,303	
10,25,37,UN CAMINO DIFERENTE,500	
10,25,38,UNIDAD NACIONAL,566	
10,25,4,PERÚ MODERNO,168	
10,25,5,FE EN EL PERÚ,440	
10,25,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,25,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,478	
10,25,8,FUERZA POPULAR,62784	
10,25,80,VOTOS EN BLANCO,53533	
10,25,81,VOTOS NULOS,15802	
10,25,82,VOTOS IMPUGNADOS,0	
10,25,9,FUERZA Y LIBERTAD,426	
10,3,1,ALIANZA PARA EL PROGRESO,819	
10,3,10,JUNTOS POR EL PERÚ,69738	
10,3,11,LIBERTAD POPULAR,774	
10,3,12,PARTIDO APRISTA PERUANO,635	
10,3,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,3,14,PARTIDO CÍVICO OBRAS,26515	
10,3,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,92	
10,3,16,PARTIDO DEL BUEN GOBIERNO,7007	
10,3,17,PARTIDO DEMÓCRATA UNIDO PERÚ,7082	
10,3,18,PARTIDO DEMÓCRATA VERDE,787	
10,3,19,PARTIDO DEMOCRATICO FEDERAL,251	
10,3,2,AHORA NACIÓN - AN,20495	
10,3,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,406	
10,3,21,PARTIDO FRENTE DE LA ESPERANZA 2021,2355	
10,3,22,PARTIDO MORADO,601	
10,3,23,PARTIDO PAÍS PARA TODOS,2740	
10,3,24,PARTIDO PATRIÓTICO DEL PERÚ,1849	
10,3,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1273	
10,3,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,281	
10,3,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1587	
10,3,28,PARTIDO POLÍTICO PERÚ ACCIÓN,364	
10,3,29,PARTIDO POLÍTICO PERÚ PRIMERO,870	
10,3,3,ALIANZA ELECTORAL VENCEREMOS,1702	
10,3,30,PARTIDO POLÍTICO PRIN,161	
10,3,31,PARTIDO SICREO,3274	
10,3,32,PODEMOS PERÚ,2603	
10,3,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,2144	
10,3,34,PROGRESEMOS,1650	
10,3,35,RENOVACIÓN POPULAR,6076	
10,3,36,SALVEMOS AL PERÚ,454	
10,3,37,UN CAMINO DIFERENTE,198	
10,3,38,UNIDAD NACIONAL,163	
10,3,4,PERÚ MODERNO,46	
10,3,5,FE EN EL PERÚ,307	
10,3,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,3,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,127	
10,3,8,FUERZA POPULAR,12726	
10,3,80,VOTOS EN BLANCO,33734	
10,3,81,VOTOS NULOS,12268	
10,3,82,VOTOS IMPUGNADOS,0	
10,3,9,FUERZA Y LIBERTAD,198	
10,4,1,ALIANZA PARA EL PROGRESO,3656	
10,4,10,JUNTOS POR EL PERÚ,86982	
10,4,11,LIBERTAD POPULAR,1599	
10,4,12,PARTIDO APRISTA PERUANO,4933	
10,4,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,4,14,PARTIDO CÍVICO OBRAS,95371	
10,4,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,636	
10,4,16,PARTIDO DEL BUEN GOBIERNO,163719	
10,4,17,PARTIDO DEMÓCRATA UNIDO PERÚ,7845	
10,4,18,PARTIDO DEMÓCRATA VERDE,2843	
10,4,19,PARTIDO DEMOCRATICO FEDERAL,1629	
10,4,2,AHORA NACIÓN - AN,81519	
10,4,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3607	
10,4,21,PARTIDO FRENTE DE LA ESPERANZA 2021,28653	
10,4,22,PARTIDO MORADO,5125	
10,4,23,PARTIDO PAÍS PARA TODOS,73029	
10,4,24,PARTIDO PATRIÓTICO DEL PERÚ,7716	
10,4,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,20111	
10,4,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,3187	
10,4,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,5174	
10,4,28,PARTIDO POLÍTICO PERÚ ACCIÓN,1693	
10,4,29,PARTIDO POLÍTICO PERÚ PRIMERO,7115	
10,4,3,ALIANZA ELECTORAL VENCEREMOS,8435	
10,4,30,PARTIDO POLÍTICO PRIN,574	
10,4,31,PARTIDO SICREO,40716	
10,4,32,PODEMOS PERÚ,8527	
10,4,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,40159	
10,4,34,PROGRESEMOS,3447	
10,4,35,RENOVACIÓN POPULAR,92963	
10,4,36,SALVEMOS AL PERÚ,824	
10,4,37,UN CAMINO DIFERENTE,1753	
10,4,38,UNIDAD NACIONAL,2768	
10,4,4,PERÚ MODERNO,642	
10,4,5,FE EN EL PERÚ,1156	
10,4,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,4,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,956	
10,4,8,FUERZA POPULAR,63968	
10,4,80,VOTOS EN BLANCO,73786	
10,4,81,VOTOS NULOS,38449	
10,4,82,VOTOS IMPUGNADOS,0	
10,4,9,FUERZA Y LIBERTAD,1469	
10,5,1,ALIANZA PARA EL PROGRESO,1869	
10,5,10,JUNTOS POR EL PERÚ,75403	
10,5,11,LIBERTAD POPULAR,1578	
10,5,12,PARTIDO APRISTA PERUANO,945	
10,5,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,5,14,PARTIDO CÍVICO OBRAS,38527	
10,5,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,209	
10,5,16,PARTIDO DEL BUEN GOBIERNO,15305	
10,5,17,PARTIDO DEMÓCRATA UNIDO PERÚ,4102	
10,5,18,PARTIDO DEMÓCRATA VERDE,1410	
10,5,19,PARTIDO DEMOCRATICO FEDERAL,401	
10,5,2,AHORA NACIÓN - AN,39084	
10,5,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1471	
10,5,21,PARTIDO FRENTE DE LA ESPERANZA 2021,6104	
10,5,22,PARTIDO MORADO,866	
10,5,23,PARTIDO PAÍS PARA TODOS,6298	
10,5,24,PARTIDO PATRIÓTICO DEL PERÚ,2666	
10,5,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,3155	
10,5,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,482	
10,5,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2926	
10,5,28,PARTIDO POLÍTICO PERÚ ACCIÓN,542	
10,5,29,PARTIDO POLÍTICO PERÚ PRIMERO,2316	
10,5,3,ALIANZA ELECTORAL VENCEREMOS,3291	
10,5,30,PARTIDO POLÍTICO PRIN,139	
10,5,31,PARTIDO SICREO,5727	
10,5,32,PODEMOS PERÚ,5809	
10,5,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,5096	
10,5,34,PROGRESEMOS,1060	
10,5,35,RENOVACIÓN POPULAR,7489	
10,5,36,SALVEMOS AL PERÚ,482	
10,5,37,UN CAMINO DIFERENTE,443	
10,5,38,UNIDAD NACIONAL,369	
10,5,4,PERÚ MODERNO,166	
10,5,5,FE EN EL PERÚ,453	
10,5,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,5,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,164	
10,5,8,FUERZA POPULAR,21221	
10,5,80,VOTOS EN BLANCO,46212	
10,5,81,VOTOS NULOS,16414	
10,5,82,VOTOS IMPUGNADOS,0	
10,5,9,FUERZA Y LIBERTAD,398	
10,6,1,ALIANZA PARA EL PROGRESO,9109	
10,6,10,JUNTOS POR EL PERÚ,214025	
10,6,11,LIBERTAD POPULAR,2180	
10,6,12,PARTIDO APRISTA PERUANO,3752	
10,6,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,6,14,PARTIDO CÍVICO OBRAS,64801	
10,6,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,456	
10,6,16,PARTIDO DEL BUEN GOBIERNO,28593	
10,6,17,PARTIDO DEMÓCRATA UNIDO PERÚ,2153	
10,6,18,PARTIDO DEMÓCRATA VERDE,2164	
10,6,19,PARTIDO DEMOCRATICO FEDERAL,893	
10,6,2,AHORA NACIÓN - AN,27158	
10,6,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,6346	
10,6,21,PARTIDO FRENTE DE LA ESPERANZA 2021,5980	
10,6,22,PARTIDO MORADO,4216	
10,6,23,PARTIDO PAÍS PARA TODOS,19230	
10,6,24,PARTIDO PATRIÓTICO DEL PERÚ,4561	
10,6,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2892	
10,6,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1371	
10,6,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,4711	
10,6,28,PARTIDO POLÍTICO PERÚ ACCIÓN,968	
10,6,29,PARTIDO POLÍTICO PERÚ PRIMERO,5334	
10,6,3,ALIANZA ELECTORAL VENCEREMOS,3489	
10,6,30,PARTIDO POLÍTICO PRIN,377	
10,6,31,PARTIDO SICREO,11115	
10,6,32,PODEMOS PERÚ,10855	
10,6,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,10824	
10,6,34,PROGRESEMOS,1134	
10,6,35,RENOVACIÓN POPULAR,19773	
10,6,36,SALVEMOS AL PERÚ,1000	
10,6,37,UN CAMINO DIFERENTE,2798	
10,6,38,UNIDAD NACIONAL,1497	
10,6,4,PERÚ MODERNO,350	
10,6,5,FE EN EL PERÚ,730	
10,6,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
10,6,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,885	
10,6,8,FUERZA POPULAR,77478	
10,6,80,VOTOS EN BLANCO,102291	
10,6,81,VOTOS NULOS,44815	
10,6,82,VOTOS IMPUGNADOS,0	
10,6,9,FUERZA Y LIBERTAD,509	
10,7,1,ALIANZA PARA EL PROGRESO,3481	
10,7,10,JUNTOS POR EL PERÚ,139637	
10,7,11,LIBERTAD POPULAR,1853	
10,7,12,PARTIDO APRISTA PERUANO,4799	
10,7,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
10,7,14,PARTIDO CÍVICO OBRAS,102192	
10,7,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,456	
10,7,16,PARTIDO DEL BUEN GOBIERNO,59439	
10,7,17,PARTIDO DEMÓCRATA UNIDO PERÚ,4952	
10,7,18,PARTIDO DEMÓCRATA VERDE,2920	
10,7,19,PARTIDO DEMOCRATICO FEDERAL,1008	
10,7,2,AHORA NACIÓN - AN,95666	
10,7,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,3929	
10,7,21,PARTIDO FRENTE DE LA ESPERANZA 2021,19962	
10,7,22,PARTIDO MORADO,3411	
10,7,23,PARTIDO PAÍS PARA TODOS,19109	
10,7,24,PARTIDO PATRIÓTICO DEL PERÚ,8710	
10,7,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,16069	
10,7,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1414	
10,7,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,5540	
