idEleccion,Region_o_Nivel,idAgrupacionPolitica,AgrupacionPolitica,TotalVotos	
13,24,2,AHORA NACIÓN - AN,33146	
13,24,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,6823	
13,24,21,PARTIDO FRENTE DE LA ESPERANZA 2021,5993	
13,24,22,PARTIDO MORADO,3362	
13,24,23,PARTIDO PAÍS PARA TODOS,41456	
13,24,24,PARTIDO PATRIÓTICO DEL PERÚ,3434	
13,24,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2296	
13,24,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2632	
13,24,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,1858	
13,24,28,PARTIDO POLÍTICO PERÚ ACCIÓN,837	
13,24,29,PARTIDO POLÍTICO PERÚ PRIMERO,3269	
13,24,3,ALIANZA ELECTORAL VENCEREMOS,2140	
13,24,30,PARTIDO POLÍTICO PRIN,857	
13,24,31,PARTIDO SICREO,0	
13,24,32,PODEMOS PERÚ,6064	
13,24,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,20433	
13,24,34,PROGRESEMOS,4124	
13,24,35,RENOVACIÓN POPULAR,66710	
13,24,36,SALVEMOS AL PERÚ,533	
13,24,37,UN CAMINO DIFERENTE,1018	
13,24,38,UNIDAD NACIONAL,3700	
13,24,4,PERÚ MODERNO,374	
13,24,5,FE EN EL PERÚ,717	
13,24,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,5550	
13,24,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,5907	
13,24,8,FUERZA POPULAR,81558	
13,24,80,VOTOS EN BLANCO,67466	
13,24,81,VOTOS NULOS,103996	
13,24,82,VOTOS IMPUGNADOS,0	
13,24,9,FUERZA Y LIBERTAD,978	
13,25,1,ALIANZA PARA EL PROGRESO,2756	
13,25,10,JUNTOS POR EL PERÚ,14740	
13,25,11,LIBERTAD POPULAR,442	
13,25,12,PARTIDO APRISTA PERUANO,1517	
13,25,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,25,14,PARTIDO CÍVICO OBRAS,9857	
13,25,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,25,16,PARTIDO DEL BUEN GOBIERNO,6118	
13,25,17,PARTIDO DEMÓCRATA UNIDO PERÚ,1703	
13,25,18,PARTIDO DEMÓCRATA VERDE,754	
13,25,19,PARTIDO DEMOCRATICO FEDERAL,152	
13,25,2,AHORA NACIÓN - AN,5625	
13,25,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,7548	
13,25,21,PARTIDO FRENTE DE LA ESPERANZA 2021,2125	
13,25,22,PARTIDO MORADO,0	
13,25,23,PARTIDO PAÍS PARA TODOS,8967	
13,25,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
13,25,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1212	
13,25,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,471	
13,25,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2056	
13,25,28,PARTIDO POLÍTICO PERÚ ACCIÓN,364	
13,25,29,PARTIDO POLÍTICO PERÚ PRIMERO,4179	
13,25,3,ALIANZA ELECTORAL VENCEREMOS,1207	
13,25,30,PARTIDO POLÍTICO PRIN,275	
13,25,31,PARTIDO SICREO,0	
13,25,32,PODEMOS PERÚ,6006	
13,25,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,0	
13,25,34,PROGRESEMOS,2108	
13,25,35,RENOVACIÓN POPULAR,8282	
13,25,36,SALVEMOS AL PERÚ,0	
13,25,37,UN CAMINO DIFERENTE,348	
13,25,38,UNIDAD NACIONAL,620	
13,25,4,PERÚ MODERNO,286	
13,25,5,FE EN EL PERÚ,471	
13,25,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,6607	
13,25,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1687	
13,25,8,FUERZA POPULAR,37892	
13,25,80,VOTOS EN BLANCO,36567	
13,25,81,VOTOS NULOS,42307	
13,25,82,VOTOS IMPUGNADOS,0	
13,25,9,FUERZA Y LIBERTAD,507	
13,3,1,ALIANZA PARA EL PROGRESO,2886	
13,3,10,JUNTOS POR EL PERÚ,55132	
13,3,11,LIBERTAD POPULAR,2123	
13,3,12,PARTIDO APRISTA PERUANO,1101	
13,3,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,3,14,PARTIDO CÍVICO OBRAS,17803	
13,3,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,3,16,PARTIDO DEL BUEN GOBIERNO,5628	
13,3,17,PARTIDO DEMÓCRATA UNIDO PERÚ,0	
13,3,18,PARTIDO DEMÓCRATA VERDE,749	
13,3,19,PARTIDO DEMOCRATICO FEDERAL,311	
13,3,2,AHORA NACIÓN - AN,18488	
13,3,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,1511	
13,3,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
13,3,22,PARTIDO MORADO,774	
13,3,23,PARTIDO PAÍS PARA TODOS,1571	
13,3,24,PARTIDO PATRIÓTICO DEL PERÚ,1762	
13,3,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1041	
13,3,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,365	
13,3,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2861	
13,3,28,PARTIDO POLÍTICO PERÚ ACCIÓN,262	
13,3,29,PARTIDO POLÍTICO PERÚ PRIMERO,1704	
13,3,3,ALIANZA ELECTORAL VENCEREMOS,2131	
13,3,30,PARTIDO POLÍTICO PRIN,304	
13,3,31,PARTIDO SICREO,0	
13,3,32,PODEMOS PERÚ,3547	
13,3,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,0	
13,3,34,PROGRESEMOS,2856	
13,3,35,RENOVACIÓN POPULAR,4077	
13,3,36,SALVEMOS AL PERÚ,575	
13,3,37,UN CAMINO DIFERENTE,160	
13,3,38,UNIDAD NACIONAL,155	
13,3,4,PERÚ MODERNO,0	
13,3,5,FE EN EL PERÚ,0	
13,3,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,5642	
13,3,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,777	
13,3,8,FUERZA POPULAR,8551	
13,3,80,VOTOS EN BLANCO,36221	
13,3,81,VOTOS NULOS,29277	
13,3,82,VOTOS IMPUGNADOS,0	
13,3,9,FUERZA Y LIBERTAD,252	
13,4,1,ALIANZA PARA EL PROGRESO,13156	
13,4,10,JUNTOS POR EL PERÚ,74183	
13,4,11,LIBERTAD POPULAR,0	
13,4,12,PARTIDO APRISTA PERUANO,10266	
13,4,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,4,14,PARTIDO CÍVICO OBRAS,69577	
13,4,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,1140	
13,4,16,PARTIDO DEL BUEN GOBIERNO,133891	
13,4,17,PARTIDO DEMÓCRATA UNIDO PERÚ,6193	
13,4,18,PARTIDO DEMÓCRATA VERDE,3573	
13,4,19,PARTIDO DEMOCRATICO FEDERAL,1669	
13,4,2,AHORA NACIÓN - AN,72638	
13,4,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,4385	
13,4,21,PARTIDO FRENTE DE LA ESPERANZA 2021,20884	
13,4,22,PARTIDO MORADO,4719	
13,4,23,PARTIDO PAÍS PARA TODOS,56938	
13,4,24,PARTIDO PATRIÓTICO DEL PERÚ,5945	
13,4,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,13428	
13,4,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,2448	
13,4,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,6653	
13,4,28,PARTIDO POLÍTICO PERÚ ACCIÓN,1558	
13,4,29,PARTIDO POLÍTICO PERÚ PRIMERO,11920	
13,4,3,ALIANZA ELECTORAL VENCEREMOS,6923	
13,4,30,PARTIDO POLÍTICO PRIN,889	
13,4,31,PARTIDO SICREO,25686	
13,4,32,PODEMOS PERÚ,19632	
13,4,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,34242	
13,4,34,PROGRESEMOS,7235	
13,4,35,RENOVACIÓN POPULAR,71141	
13,4,36,SALVEMOS AL PERÚ,1139	
13,4,37,UN CAMINO DIFERENTE,1714	
13,4,38,UNIDAD NACIONAL,3277	
13,4,4,PERÚ MODERNO,1610	
13,4,5,FE EN EL PERÚ,1426	
13,4,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,14097	
13,4,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3179	
13,4,8,FUERZA POPULAR,40962	
13,4,80,VOTOS EN BLANCO,65296	
13,4,81,VOTOS NULOS,118433	
13,4,82,VOTOS IMPUGNADOS,0	
13,4,9,FUERZA Y LIBERTAD,2849	
13,5,1,ALIANZA PARA EL PROGRESO,3971	
13,5,10,JUNTOS POR EL PERÚ,57084	
13,5,11,LIBERTAD POPULAR,3954	
13,5,12,PARTIDO APRISTA PERUANO,1159	
13,5,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,5,14,PARTIDO CÍVICO OBRAS,23861	
13,5,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,5,16,PARTIDO DEL BUEN GOBIERNO,11741	
13,5,17,PARTIDO DEMÓCRATA UNIDO PERÚ,3527	
13,5,18,PARTIDO DEMÓCRATA VERDE,1530	
13,5,19,PARTIDO DEMOCRATICO FEDERAL,351	
13,5,2,AHORA NACIÓN - AN,35160	
13,5,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,2965	
13,5,21,PARTIDO FRENTE DE LA ESPERANZA 2021,5402	
13,5,22,PARTIDO MORADO,0	
13,5,23,PARTIDO PAÍS PARA TODOS,3853	
13,5,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
13,5,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2807	
13,5,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,471	
13,5,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,3937	
13,5,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
13,5,29,PARTIDO POLÍTICO PERÚ PRIMERO,5186	
13,5,3,ALIANZA ELECTORAL VENCEREMOS,4134	
13,5,30,PARTIDO POLÍTICO PRIN,0	
13,5,31,PARTIDO SICREO,0	
13,5,32,PODEMOS PERÚ,6594	
13,5,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,0	
13,5,34,PROGRESEMOS,1854	
13,5,35,RENOVACIÓN POPULAR,5352	
13,5,36,SALVEMOS AL PERÚ,0	
13,5,37,UN CAMINO DIFERENTE,448	
13,5,38,UNIDAD NACIONAL,487	
13,5,4,PERÚ MODERNO,804	
13,5,5,FE EN EL PERÚ,0	
13,5,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,7201	
13,5,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,351	
13,5,8,FUERZA POPULAR,13749	
13,5,80,VOTOS EN BLANCO,39299	
13,5,81,VOTOS NULOS,43258	
13,5,82,VOTOS IMPUGNADOS,0	
13,5,9,FUERZA Y LIBERTAD,617	
13,6,1,ALIANZA PARA EL PROGRESO,16267	
13,6,10,JUNTOS POR EL PERÚ,144311	
13,6,11,LIBERTAD POPULAR,4929	
13,6,12,PARTIDO APRISTA PERUANO,3301	
13,6,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,6,14,PARTIDO CÍVICO OBRAS,32915	
13,6,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,695	
13,6,16,PARTIDO DEL BUEN GOBIERNO,18427	
13,6,17,PARTIDO DEMÓCRATA UNIDO PERÚ,1442	
13,6,18,PARTIDO DEMÓCRATA VERDE,2042	
13,6,19,PARTIDO DEMOCRATICO FEDERAL,925	
13,6,2,AHORA NACIÓN - AN,18425	
13,6,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,12830	
13,6,21,PARTIDO FRENTE DE LA ESPERANZA 2021,4027	
13,6,22,PARTIDO MORADO,3654	
13,6,23,PARTIDO PAÍS PARA TODOS,9865	
13,6,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
13,6,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2421	
13,6,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1138	
13,6,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,5454	
13,6,28,PARTIDO POLÍTICO PERÚ ACCIÓN,320	
13,6,29,PARTIDO POLÍTICO PERÚ PRIMERO,8415	
13,6,3,ALIANZA ELECTORAL VENCEREMOS,2738	
13,6,30,PARTIDO POLÍTICO PRIN,638	
13,6,31,PARTIDO SICREO,0	
13,6,32,PODEMOS PERÚ,11624	
13,6,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,9259	
13,6,34,PROGRESEMOS,1312	
13,6,35,RENOVACIÓN POPULAR,12857	
13,6,36,SALVEMOS AL PERÚ,846	
13,6,37,UN CAMINO DIFERENTE,2210	
13,6,38,UNIDAD NACIONAL,1941	
13,6,4,PERÚ MODERNO,1104	
13,6,5,FE EN EL PERÚ,0	
13,6,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,3957	
13,6,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,3671	
13,6,8,FUERZA POPULAR,45891	
13,6,80,VOTOS EN BLANCO,94079	
13,6,81,VOTOS NULOS,84904	
13,6,82,VOTOS IMPUGNADOS,0	
13,6,9,FUERZA Y LIBERTAD,480	
13,7,1,ALIANZA PARA EL PROGRESO,8687	
13,7,10,JUNTOS POR EL PERÚ,104084	
13,7,11,LIBERTAD POPULAR,3354	
13,7,12,PARTIDO APRISTA PERUANO,9507	
13,7,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,7,14,PARTIDO CÍVICO OBRAS,61714	
13,7,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,7,16,PARTIDO DEL BUEN GOBIERNO,45265	
13,7,17,PARTIDO DEMÓCRATA UNIDO PERÚ,3771	
13,7,18,PARTIDO DEMÓCRATA VERDE,2734	
13,7,19,PARTIDO DEMOCRATICO FEDERAL,1492	
13,7,2,AHORA NACIÓN - AN,79130	
13,7,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,8921	
13,7,21,PARTIDO FRENTE DE LA ESPERANZA 2021,14199	
13,7,22,PARTIDO MORADO,0	
13,7,23,PARTIDO PAÍS PARA TODOS,9856	
13,7,24,PARTIDO PATRIÓTICO DEL PERÚ,6050	
13,7,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,10096	
13,7,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,1384	
13,7,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,6557	
13,7,28,PARTIDO POLÍTICO PERÚ ACCIÓN,952	
13,7,29,PARTIDO POLÍTICO PERÚ PRIMERO,7399	
13,7,3,ALIANZA ELECTORAL VENCEREMOS,13160	
13,7,30,PARTIDO POLÍTICO PRIN,2336	
13,7,31,PARTIDO SICREO,0	
13,7,32,PODEMOS PERÚ,12096	
13,7,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,13484	
13,7,34,PROGRESEMOS,8142	
13,7,35,RENOVACIÓN POPULAR,21039	
13,7,36,SALVEMOS AL PERÚ,1312	
13,7,37,UN CAMINO DIFERENTE,986	
13,7,38,UNIDAD NACIONAL,1263	
13,7,4,PERÚ MODERNO,644	
13,7,5,FE EN EL PERÚ,0	
13,7,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,14154	
13,7,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,1643	
13,7,8,FUERZA POPULAR,21823	
13,7,80,VOTOS EN BLANCO,77088	
13,7,81,VOTOS NULOS,102618	
13,7,82,VOTOS IMPUGNADOS,0	
13,7,9,FUERZA Y LIBERTAD,1329	
13,8,1,ALIANZA PARA EL PROGRESO,5938	
13,8,10,JUNTOS POR EL PERÚ,42649	
13,8,11,LIBERTAD POPULAR,204	
13,8,12,PARTIDO APRISTA PERUANO,359	
13,8,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,8,14,PARTIDO CÍVICO OBRAS,0	
13,8,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,8,16,PARTIDO DEL BUEN GOBIERNO,4051	
13,8,17,PARTIDO DEMÓCRATA UNIDO PERÚ,0	
13,8,18,PARTIDO DEMÓCRATA VERDE,941	
13,8,19,PARTIDO DEMOCRATICO FEDERAL,225	
13,8,2,AHORA NACIÓN - AN,13270	
13,8,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,661	
13,8,21,PARTIDO FRENTE DE LA ESPERANZA 2021,0	
13,8,22,PARTIDO MORADO,0	
13,8,23,PARTIDO PAÍS PARA TODOS,1812	
13,8,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
13,8,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,2455	
13,8,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,207	
13,8,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2516	
13,8,28,PARTIDO POLÍTICO PERÚ ACCIÓN,251	
13,8,29,PARTIDO POLÍTICO PERÚ PRIMERO,1676	
13,8,3,ALIANZA ELECTORAL VENCEREMOS,1692	
13,8,30,PARTIDO POLÍTICO PRIN,0	
13,8,31,PARTIDO SICREO,0	
13,8,32,PODEMOS PERÚ,6388	
13,8,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,1286	
13,8,34,PROGRESEMOS,1635	
13,8,35,RENOVACIÓN POPULAR,3901	
13,8,36,SALVEMOS AL PERÚ,0	
13,8,37,UN CAMINO DIFERENTE,204	
13,8,38,UNIDAD NACIONAL,237	
13,8,4,PERÚ MODERNO,55	
13,8,5,FE EN EL PERÚ,0	
13,8,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,3343	
13,8,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,126	
13,8,8,FUERZA POPULAR,7248	
13,8,80,VOTOS EN BLANCO,28820	
13,8,81,VOTOS NULOS,22286	
13,8,82,VOTOS IMPUGNADOS,0	
13,8,9,FUERZA Y LIBERTAD,391	
13,9,1,ALIANZA PARA EL PROGRESO,3749	
13,9,10,JUNTOS POR EL PERÚ,54657	
13,9,11,LIBERTAD POPULAR,1446	
13,9,12,PARTIDO APRISTA PERUANO,1985	
13,9,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,9,14,PARTIDO CÍVICO OBRAS,27205	
13,9,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,9,16,PARTIDO DEL BUEN GOBIERNO,9835	
13,9,17,PARTIDO DEMÓCRATA UNIDO PERÚ,0	
13,9,18,PARTIDO DEMÓCRATA VERDE,1435	
13,9,19,PARTIDO DEMOCRATICO FEDERAL,0	
13,9,2,AHORA NACIÓN - AN,13782	
13,9,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,5144	
13,9,21,PARTIDO FRENTE DE LA ESPERANZA 2021,3435	
13,9,22,PARTIDO MORADO,895	
13,9,23,PARTIDO PAÍS PARA TODOS,13894	
13,9,24,PARTIDO PATRIÓTICO DEL PERÚ,1836	
13,9,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,1109	
13,9,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,994	
13,9,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,2393	
13,9,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
13,9,29,PARTIDO POLÍTICO PERÚ PRIMERO,4537	
13,9,3,ALIANZA ELECTORAL VENCEREMOS,2801	
13,9,30,PARTIDO POLÍTICO PRIN,194	
13,9,31,PARTIDO SICREO,3372	
13,9,32,PODEMOS PERÚ,5579	
13,9,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,0	
13,9,34,PROGRESEMOS,1526	
13,9,35,RENOVACIÓN POPULAR,16771	
13,9,36,SALVEMOS AL PERÚ,0	
13,9,37,UN CAMINO DIFERENTE,590	
13,9,38,UNIDAD NACIONAL,1128	
13,9,4,PERÚ MODERNO,447	
13,9,5,FE EN EL PERÚ,0	
13,9,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,5951	
13,9,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,621	
13,9,8,FUERZA POPULAR,28736	
13,9,80,VOTOS EN BLANCO,46153	
13,9,81,VOTOS NULOS,49675	
13,9,82,VOTOS IMPUGNADOS,0	
13,9,9,FUERZA Y LIBERTAD,855	
13,91,1,ALIANZA PARA EL PROGRESO,0	
13,91,10,JUNTOS POR EL PERÚ,0	
13,91,11,LIBERTAD POPULAR,0	
13,91,12,PARTIDO APRISTA PERUANO,2	
13,91,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,91,14,PARTIDO CÍVICO OBRAS,4	
13,91,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,91,16,PARTIDO DEL BUEN GOBIERNO,9	
13,91,17,PARTIDO DEMÓCRATA UNIDO PERÚ,0	
13,91,18,PARTIDO DEMÓCRATA VERDE,0	
13,91,19,PARTIDO DEMOCRATICO FEDERAL,0	
13,91,2,AHORA NACIÓN - AN,1	
13,91,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,0	
13,91,21,PARTIDO FRENTE DE LA ESPERANZA 2021,1	
13,91,22,PARTIDO MORADO,1	
13,91,23,PARTIDO PAÍS PARA TODOS,7	
13,91,24,PARTIDO PATRIÓTICO DEL PERÚ,0	
13,91,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,0	
13,91,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,0	
13,91,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,0	
13,91,28,PARTIDO POLÍTICO PERÚ ACCIÓN,0	
13,91,29,PARTIDO POLÍTICO PERÚ PRIMERO,4	
13,91,3,ALIANZA ELECTORAL VENCEREMOS,0	
13,91,30,PARTIDO POLÍTICO PRIN,0	
13,91,31,PARTIDO SICREO,0	
13,91,32,PODEMOS PERÚ,0	
13,91,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,1	
13,91,34,PROGRESEMOS,0	
13,91,35,RENOVACIÓN POPULAR,23	
13,91,36,SALVEMOS AL PERÚ,0	
13,91,37,UN CAMINO DIFERENTE,0	
13,91,38,UNIDAD NACIONAL,1	
13,91,4,PERÚ MODERNO,0	
13,91,5,FE EN EL PERÚ,0	
13,91,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,0	
13,91,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,0	
13,91,8,FUERZA POPULAR,2	
13,91,80,VOTOS EN BLANCO,6	
13,91,81,VOTOS NULOS,9	
13,91,82,VOTOS IMPUGNADOS,0	
13,91,9,FUERZA Y LIBERTAD,0	
13,92,1,ALIANZA PARA EL PROGRESO,506	
13,92,10,JUNTOS POR EL PERÚ,0	
13,92,11,LIBERTAD POPULAR,0	
13,92,12,PARTIDO APRISTA PERUANO,1669	
13,92,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,92,14,PARTIDO CÍVICO OBRAS,6278	
13,92,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,92,16,PARTIDO DEL BUEN GOBIERNO,7011	
13,92,17,PARTIDO DEMÓCRATA UNIDO PERÚ,496	
13,92,18,PARTIDO DEMÓCRATA VERDE,366	
13,92,19,PARTIDO DEMOCRATICO FEDERAL,0	
13,92,2,AHORA NACIÓN - AN,5184	
13,92,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,583	
13,92,21,PARTIDO FRENTE DE LA ESPERANZA 2021,886	
13,92,22,PARTIDO MORADO,447	
13,92,23,PARTIDO PAÍS PARA TODOS,5734	
13,92,24,PARTIDO PATRIÓTICO DEL PERÚ,375	
13,92,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,446	
13,92,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,254	
13,92,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,452	
13,92,28,PARTIDO POLÍTICO PERÚ ACCIÓN,157	
13,92,29,PARTIDO POLÍTICO PERÚ PRIMERO,263	
13,92,3,ALIANZA ELECTORAL VENCEREMOS,529	
13,92,30,PARTIDO POLÍTICO PRIN,108	
13,92,31,PARTIDO SICREO,832	
13,92,32,PODEMOS PERÚ,583	
13,92,33,PRIMERO LA GENTE – COMUNIDAD, ECOLOGÍA, LIBERTAD Y PROGRESO,2239	
13,92,34,PROGRESEMOS,264	
13,92,35,RENOVACIÓN POPULAR,23091	
13,92,36,SALVEMOS AL PERÚ,69	
13,92,37,UN CAMINO DIFERENTE,1019	
13,92,38,UNIDAD NACIONAL,553	
13,92,4,PERÚ MODERNO,0	
13,92,5,FE EN EL PERÚ,108	
13,92,6,FRENTE POPULAR AGRÍCOLA FÍA DEL PERÚ,704	
13,92,7,AVANZA PAÍS - PARTIDO DE INTEGRACIÓN SOCIAL,485	
13,92,8,FUERZA POPULAR,12669	
13,92,80,VOTOS EN BLANCO,19272	
13,92,81,VOTOS NULOS,34646	
13,92,82,VOTOS IMPUGNADOS,0	
13,92,9,FUERZA Y LIBERTAD,191	
13,93,1,ALIANZA PARA EL PROGRESO,18	
13,93,10,JUNTOS POR EL PERÚ,0	
13,93,11,LIBERTAD POPULAR,0	
13,93,12,PARTIDO APRISTA PERUANO,117	
13,93,13,PARTIDO CIUDADANOS POR EL PERÚ,0	
13,93,14,PARTIDO CÍVICO OBRAS,152	
13,93,15,PARTIDO DE LOS TRABAJADORES Y EMPRENDEDORES PTE - PERÚ,0	
13,93,16,PARTIDO DEL BUEN GOBIERNO,246	
13,93,17,PARTIDO DEMÓCRATA UNIDO PERÚ,39	
13,93,18,PARTIDO DEMÓCRATA VERDE,4	
13,93,19,PARTIDO DEMOCRATICO FEDERAL,0	
13,93,2,AHORA NACIÓN - AN,213	
13,93,20,PARTIDO DEMOCRÁTICO SOMOS PERÚ,25	
13,93,21,PARTIDO FRENTE DE LA ESPERANZA 2021,28	
13,93,22,PARTIDO MORADO,22	
13,93,23,PARTIDO PAÍS PARA TODOS,222	
13,93,24,PARTIDO PATRIÓTICO DEL PERÚ,12	
13,93,25,PARTIDO POLÍTICO COOPERACIÓN POPULAR,9	
13,93,26,PARTIDO POLÍTICO INTEGRIDAD DEMOCRÁTICA,13	
13,93,27,PARTIDO POLÍTICO NACIONAL PERÚ LIBRE,12	
13,93,28,PARTIDO POLÍTICO PERÚ ACCIÓN,8	
13,93,29,PARTIDO POLÍTICO PERÚ PRIMERO,5	
13,93,3,ALIANZA ELECTORAL VENCEREMOS,24	
13,93,30,PARTIDO POLÍTICO PRIN,3	
13,93,31,PARTIDO SICREO,53	
13,93,32,PODEMOS PERÚ,11	
